id,date,mood_target,mood_hist_mean,activity_hist_mean,appCat.builtin_hist_mean,appCat.office_hist_mean,call_hist_mean,circumplex.arousal_hist_mean,circumplex.valence_hist_mean,screen_hist_mean,mood_type
AS14.12,2014-05-03,5.6,6.11,0.1026316198276079,1965.3478,63.28380000000001,1.8,-0.29,0.7333333333333333,8819.09719996452,0
AS14.12,2014-04-04,6.5,5.965000000000001,0.1135485623045643,1264.3372,252.54360000000003,2.0,0.16,0.3299999999999999,7820.456400442122,0
AS14.12,2014-05-01,6.2,6.37,0.1625290228139831,1497.7796000000003,44.5486,3.0,-0.2,0.8833333333333334,4940.1861997604365,0
AS14.12,2014-04-24,6.6,6.1,0.1473568704151039,8372.925599999999,25.3314,2.6,0.16,0.79,10108.246399974823,0
AS14.12,2014-05-02,5.5,6.21,0.1151276093905221,1592.6164,58.83,1.8,-0.29,0.7833333333333333,6406.884799957274,0
AS14.12,2014-04-11,6.6,6.109999999999999,0.1259717445797693,7574.270999999999,56.773,0.4,0.13,0.42,7127.945399808884,0
AS14.12,2014-04-23,5.8,6.26,0.1404539175779114,8278.9,16.494,1.4,0.04,0.79,10164.888000011448,0
AS14.12,2014-04-19,5.8,6.76,0.1233229349328865,1751.4222000000002,59.7314,2.4,-0.2799999999999999,0.8799999999999999,7140.4648001194,0
AS14.12,2014-04-26,7.0,6.154999999999999,0.1138506726054729,2049.3776,41.665,2.6,-0.095,0.705,7973.761999607088,1
AS14.12,2014-04-07,6.4,6.069999999999999,0.136138164143378,1329.4825999999998,354.13320000000004,3.4,0.2,0.43,7673.988200426099,0
AS14.12,2014-04-21,6.0,6.5200000000000005,0.1593144965857343,8323.8362,41.51219999999999,1.8,-0.0799999999999999,0.8,8607.213000535967,0
AS14.12,2014-05-05,6.0,5.67,0.1096603189224909,2346.2282000000005,43.067600000000006,0.8,-0.33,0.3333333333333333,9396.122400474544,0
AS14.12,2014-04-08,6.25,6.15,0.131857142517763,1480.8392,275.64000000000004,2.8,0.3199999999999999,0.5633333333333332,6230.590000391007,0
AS14.12,2014-04-15,6.8,6.4,0.094434198386572,3512.3634,11.2554,1.2,-0.02,0.64,7290.441599941254,0
AS14.12,2014-04-29,6.0,6.415000000000001,0.166271157275044,1782.7406000000003,35.8462,2.6,-0.1649999999999999,0.745,4830.591399621962,0
AS14.13,2014-03-31,7.0,7.359999999999999,0.245609978385734,472.8656,6.6736,0.2,-1.12,1.0,8983.632799863815,1
AS14.13,2014-04-04,7.8,7.140000000000001,0.3033561695905362,1145.052,0.0,1.4,-1.06,0.96,8609.042598867414,1
AS14.13,2014-05-02,8.0,8.166666666666668,0.2658310065757344,382.419,52.8764,0.0,-1.1166666666666667,1.35,8679.620799970626,1
AS14.13,2014-04-02,7.4,7.1,0.3094551750827636,1135.0186,6.6736,0.8,-1.22,0.92,8047.707999801636,1
AS14.13,2014-03-27,7.4,8.120000000000001,0.1845545457638709,440.6415999999999,0.0,0.6,0.8400000000000001,1.44,7527.099199962615,1
AS14.13,2014-04-03,7.6,7.06,0.3165800161467894,875.399,0.0,0.8,-1.26,0.8800000000000001,7456.565399265288,1
AS14.13,2014-04-16,6.0,6.6,0.2693001470728405,850.4324,46.5514,1.4,-2.220446049250313e-17,0.8400000000000001,6581.218800020218,0
AS14.13,2014-04-19,7.2,5.74,0.2257657594683687,750.9860000000001,31.616200000000003,1.2,-0.7699999999999999,0.39,6466.3812001228325,1
AS14.13,2014-05-03,7.25,8.166666666666666,0.2576127177650246,435.9799999999999,63.11900000000001,0.0,-1.2966666666666669,1.21,7572.836000013352,1
AS14.13,2014-03-18,7.0,6.960000000000001,0.3203632445071638,1012.5524,0.0,0.2,-0.52,0.76,4249.358799648285,1
AS14.13,2014-04-18,3.5,6.359999999999999,0.2323975317156813,770.2236,31.616200000000003,1.2,-0.53,0.75,7904.069399929047,0
AS14.13,2014-04-17,6.4,6.44,0.2432151601643243,791.3109999999999,64.80640000000001,1.6,-0.1699999999999999,0.75,7100.2865998744965,0
AS14.13,2014-03-23,7.4,7.2,0.2355626950696009,575.7882,0.0,0.0,0.48,0.8800000000000001,10357.035998916628,1
AS14.13,2014-03-29,7.2,7.959999999999999,0.230662892924426,519.2618,6.6736,0.6,-0.1999999999999999,1.36,7899.083799695967,1
AS14.13,2014-04-21,7.4,5.94,0.2001822329629594,480.94180000000006,58.47520000000001,1.0,-0.93,0.47,6145.0210003376005,1
AS14.13,2014-03-19,7.8,6.960000000000001,0.3203632445071639,1110.937,0.0,0.0,-0.16,0.72,4548.654199361801,1
AS14.13,2014-05-01,8.333333333333334,8.260000000000002,0.2703744337157798,377.495,33.2678,0.0,-1.2766666666666668,1.27,8867.205800008775,1
AS14.13,2014-04-08,8.2,7.17,0.2570990713525091,847.1258000000001,0.0,0.8,-0.27,0.99,10166.63900003433,1
AS14.13,2014-03-20,6.4,6.959999999999999,0.3203632445071639,909.1388,0.0,0.0,-0.24,0.68,6123.09579882622,0
AS14.13,2014-04-23,7.4,6.089999999999999,0.2098708635073149,669.9556,26.859,0.2,-1.17,0.47,6109.907800626754,1
AS14.13,2014-04-22,5.75,6.220000000000001,0.1639460209511488,419.63020000000006,40.2202,0.6,-1.16,0.52,6970.625200653075,0
AS14.13,2014-04-10,7.6,7.290000000000001,0.2198775230339239,794.5522,0.0,1.4,0.13,1.0299999999999998,11203.425799322127,1
AS14.13,2014-04-28,8.166666666666666,7.923333333333334,0.3502763477312024,583.285,3.2866,1.0,-0.47,1.27,8883.129399967194,1
AS14.13,2014-03-28,7.6,7.92,0.1873786717545562,259.06319999999994,0.0,0.6,0.3199999999999999,1.3199999999999998,6774.468599796295,1
AS14.13,2014-04-09,7.8,7.290000000000001,0.2211729452684036,747.9307999999999,0.0,0.6,0.05,0.99,9967.555400609968,1
AS14.13,2014-04-05,6.8,7.459999999999999,0.3205783173940467,1323.3112,0.0,1.4,-1.06,1.0,8315.208999633789,0
AS14.13,2014-05-04,8.0,7.983333333333332,0.2666077558673118,346.0622,59.8544,0.0,-1.1133333333333333,1.21,6012.023800039292,1
AS14.13,2014-04-07,7.4,7.17,0.2697397290069642,874.2299999999999,0.0,0.6,-0.43,0.99,9881.93039960861,1
AS14.13,2014-03-25,7.6,7.480000000000001,0.1785430455243474,452.1628,0.0,0.4,1.08,1.04,9017.504999542236,1
AS14.13,2014-04-29,8.5,8.076666666666666,0.3223153659721224,575.894,6.5512,0.4,-0.6433333333333333,1.27,9673.268399906156,1
AS14.13,2014-04-01,7.5,7.08,0.2433243316850117,495.3594,6.6736,0.2,-1.16,0.92,8261.849599504469,1
AS14.13,2014-04-15,6.0,6.919999999999999,0.257155516993992,413.0546,49.5652,1.2,0.2799999999999999,1.0,6634.031399583817,0
AS14.13,2014-04-25,7.75,6.963333333333333,0.3133410725871615,584.1682,3.007,1.0,-0.8099999999999999,0.8699999999999999,7641.0648007392865,1
AS14.14,2014-04-07,7.0,7.326666666666666,0.0364775428873393,1323.003,0.6022000000000001,0.2,-1.02,0.92,1241.8717998027803,1
AS14.14,2014-04-09,8.0,7.220000000000001,0.0195865122766679,8800.015,0.6022000000000001,0.4,-0.8,0.8800000000000001,812.0095999717711,1
AS14.14,2014-04-05,7.4,6.956666666666666,0.0470509567898691,1416.9294,0.0,0.8,-0.55,0.8300000000000001,1396.793999576569,1
AS14.14,2014-04-11,7.75,7.173333333333334,0.0493064638166059,8787.4926,0.0,0.4,-0.2799999999999999,0.96,842.2861999511719,1
AS14.14,2014-03-26,7.0,6.09,0.1009203122203085,4418.817,0.0,2.0,-0.61,0.17,11467.336200141906,1
AS14.14,2014-03-29,8.0,6.410000000000001,0.0909786203452162,3981.1772,0.0,0.8,-0.5700000000000001,0.53,12157.81820011139,1
AS14.14,2014-03-30,6.5,6.709999999999999,0.1077402386134559,3933.4464000000007,0.0,1.0,-0.42,0.73,10583.456399679184,0
AS14.14,2014-03-27,6.6,6.21,0.093479871290776,4472.992,0.0,0.4,-0.53,0.29,11522.889400291442,0
AS14.14,2014-04-24,7.333333333333333,7.05,0.0208326991137336,937.239,0.0,0.4,-0.38,0.6866666666666668,620.9070001125335,1
AS14.14,2014-03-28,6.2,6.37,0.0903291511036204,3705.2402,0.0,0.6,-0.6100000000000001,0.45,11585.686000728609,0
AS14.14,2014-04-23,7.0,6.95,0.0160661056947568,854.365,0.0,0.4,-0.38,0.62,510.7432001113892,1
AS14.14,2014-04-25,8.0,7.166666666666667,0.0334260697953396,987.5198,6.4846,0.4,-0.3633333333333333,0.6866666666666668,693.1524000644683,1
AS14.14,2014-04-12,7.5,7.243333333333334,0.0487310076454369,9637.2444,0.0,0.6,0.12,0.96,700.1971999168396,1
AS14.14,2014-05-05,7.0,6.653333333333333,0.0313447982771262,243.63780000000003,0.0,0.0,0.3066666666666666,0.86,362.2894001960754,1
AS14.14,2014-04-20,7.5,6.29,0.0272120893812069,4326.1214,15.508599999999998,0.0,-0.25,0.3966666666666666,446.3776000022889,1
AS14.14,2014-04-01,6.2,6.81,0.0743361467018654,8270.1654,0.0,1.6,-0.58,0.8800000000000001,6947.360399913788,0
AS14.14,2014-04-04,7.5,6.756666666666666,0.0481974323631178,6631.9018,0.0,1.0,-0.55,0.8300000000000001,1868.5393997669223,1
AS14.14,2014-04-08,6.8,7.326666666666666,0.0255455136933265,1057.9062,0.6022000000000001,0.2,-0.86,0.92,1195.9699999809268,0
AS14.14,2014-04-19,6.75,6.44,0.028197616925558,4333.4468,15.508599999999998,0.0,-0.3,0.3966666666666666,460.1359999656678,0
AS14.14,2014-03-31,6.75,6.859999999999999,0.0922617839078765,8193.3634,0.0,1.0,-0.5700000000000001,0.93,8485.690799951553,0
AS14.15,2014-04-01,7.2,7.160000000000001,0.1241785714285714,271.6912,1.8078,9.4,0.08,0.96,569.7788000583648,1
AS14.15,2014-04-05,7.8,7.2,0.1249379533754533,222.772,1.8128,4.8,0.56,1.0,634.2590000152588,1
AS14.15,2014-05-03,6.8,6.720000000000001,0.0492727272727272,132.0408,0.0,1.0,0.6799999999999999,0.1666666666666666,447.8660000324248,0
AS14.15,2014-04-03,7.2,7.2,0.2080277777777777,262.5258,3.620600000000001,7.0,-0.08,0.96,739.2898000240326,1
AS14.15,2014-03-28,7.2,7.040000000000001,0.0752179465822644,346.31440000000003,4.2928,4.0,0.8800000000000001,0.92,1456.5945999622345,1
AS14.15,2014-04-04,7.2,7.24,0.1428373015873016,237.9908,1.8128,5.4,0.2799999999999999,1.0,700.3494000911712,1
AS14.15,2014-04-17,6.4,7.08,0.0611750440917107,506.433,31.6022,5.6,0.8,1.0,1574.459399843216,0
AS14.15,2014-04-20,7.0,6.68,0.1013620071684587,624.1333999999999,67.24960000000002,0.6,-0.12,0.5599999999999999,1405.675399780273,1
AS14.15,2014-05-04,7.0,6.68,0.0495584415584415,87.8626,0.0,1.6,0.52,0.1266666666666666,178.68980007171646,1
AS14.15,2014-03-19,7.4,6.603333333333334,0.0750547482370285,333.1066,9.0372,5.8,0.0466666666666666,0.5066666666666666,724.6774000644685,1
AS14.15,2014-04-19,7.0,6.68,0.1120873158104339,670.6816000000001,98.8518,0.8,0.12,0.6,1894.421399784088,1
AS14.15,2014-04-18,6.0,6.88,0.0599845679012345,619.3816,33.60979999999999,5.0,0.6,0.8,1609.451599884033,0
AS14.15,2014-03-24,7.0,7.08,0.1136982276340097,340.9602,0.602,3.0,0.16,1.0,609.5544000148774,1
AS14.15,2014-03-30,7.4,7.08,0.1198356139390622,432.51060000000007,1.8078,7.6,0.64,0.92,1634.3565999031066,1
AS14.15,2014-04-22,7.0,6.720000000000001,0.1190488457726768,400.345,99.726,0.4,-0.16,0.5599999999999999,1359.0257998466484,1
AS14.15,2014-03-20,7.0,6.783333333333334,0.1076499863141581,279.2264,9.0372,5.8,0.1366666666666666,0.6466666666666667,676.0682000160219,1
AS14.15,2014-05-02,7.0,6.720000000000001,0.0791338383838383,193.7398,0.0,1.0,0.79,0.1866666666666666,948.2948000907896,1
AS14.15,2014-04-09,7.0,6.959999999999999,0.0829750916757495,162.4934,0.0,3.2,0.4000000000000001,0.6,341.3606000900267,1
AS14.15,2014-03-21,7.0,6.833333333333333,0.086439668868931,362.9986,9.0372,5.2,0.1066666666666666,0.7466666666666667,904.388199901581,1
AS14.15,2014-04-24,7.0,7.040000000000001,0.1411838623936213,153.0736,38.125,1.0,0.12,0.96,699.8929999351498,1
AS14.15,2014-04-23,7.0,6.840000000000001,0.1370366103028208,170.9054,97.7184,0.6,-0.16,0.76,891.0949998855588,1
AS14.15,2014-04-11,7.0,6.8,0.0260007974481658,99.2864,0.0,3.0,0.16,0.6,317.9046000480648,1
AS14.15,2014-04-29,7.0,6.840000000000001,0.0591388888888889,311.89399999999995,0.0,2.6,0.8699999999999999,0.6,1220.6392002105713,1
AS14.15,2014-03-29,7.0,7.08,0.054645137748586,459.7310000000001,4.2928,5.6,1.08,0.92,1660.7351999282837,1
AS14.15,2014-04-10,7.2,6.92,0.0520534290271132,59.8524,0.0,3.6,0.28,0.6,193.33400006294224,1
AS14.15,2014-04-06,6.2,7.32,0.1525695323228217,227.85240000000005,1.8128,3.2,0.72,1.0,639.341800069809,0
AS14.15,2014-05-05,7.0,6.6800000000000015,0.0777753727552521,84.8786,0.0,1.6,0.2799999999999999,0.18,167.65900006294265,1
AS14.15,2014-04-08,6.8,7.039999999999999,0.0829750916757495,162.4934,0.0,3.4,0.48,0.6799999999999999,341.3606000900267,0
